LABEL,TEXT
0,"aight i'll grab something to eat too, text me when you're back at mu"
0,but my family not responding for anything. now am in room not went to home for diwali but no one called me and why not coming. it makes me feel like died.
0,"i'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? ileave this topic for now."
0,shall i get my pouch?
0,haha... dont be angry with yourself... take it as a practice for the real thing. =)
0,"i have a date on sunday with will, hope u understand!!"
0,just haven't decided where yet eh ?
0,nope... think i will go for it on monday... sorry i replied so late
0,you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|
0,dont you have message offer
0,i have gone into get info bt dont know what to do
0,k come to nordstrom when you're done
0,ooooooh i forgot to tell u i can get on yoville on my phone
0,good night my dear.. sleepwell&amp;take care
0,sometimes heart remembrs someone very much... forgets someone soon... bcoz heart will not like everyone. but liked ones will be remembered everytime... bslvyl
0,will have two more cartons off u and is very pleased with shelves
0,"haha, that was the first person i was gonna ask"
0,just forced myself to eat a slice. i'm really not hungry tho. this sucks. mark is getting worried. he knows i'm sick when i turn down pizza. lol
0,ok... i din get ur msg...
0,neshanth..tel me who r u?
0,lol! nah wasn't too bad thanks. its good to b home but its been quite a reality check. hows ur day been? did u do anything with website?
0,haiyoh... maybe your hamster was jealous of million
0,we're finally ready fyi
0,on ma way to school. can you pls send me ashley's number
1,more than 60% units sold in first 3 days!!unitech offers 2/3 bhk in sec 70 grgn@ 5250 psf!!1.5 yrs interest free scheme.call agni 9212255555 to avail discounts
1,santa calling! would your little ones like a call from santa xmas eve? call 09077818151 to book you time. calls1.50ppm last 3mins 30s t&c www.santacalling.com
0,hi darlin i finish at 3 do u 1 2 pick me up or meet me? text back on this number luv kate xxx
0,"ow u dey.i paid 60,400thousad.i told u would call ."
0,no da. . vijay going to talk in jaya tv
0,congrats. that's great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing
0,k.k:)apo k.good movie.
0,i love to wine and dine my lady!
0,lol now i'm after that hot air balloon!
0,i ain't answerin no phone at what is actually a pretty reasonable hour but i'm sleepy
0,all sounds good. fingers . makes it difficult to type
0,thanx but my birthday is over already.
1,your credits have been topped up for http://www.bubbletext.com your renewal pin is tgxxrz
0,"""petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic"""
0,"aight, i'll text you when i'm back"
0,yeah get the unlimited
0,imagine life without me... see.. how fast u are searching me?don't worry.. l'm always there to disturb u.. goodnoon..:)
0,i guess it is useless calling u 4 something important.
0,i re-met alex nichols from middle school and it turns out he's dealing!
0,hello. they are going to the village pub at 8 so either come here or there accordingly. ok?
0,spending new years with my brother and his family. lets plan to meet next week. are you ready to be spoiled? :)
0,watching tv now.
0,hasn't that been the pattern recently crap weekends?
0,i bought the test yesterday. its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. but pls pls dont fret. i know u r worried. pls relax. also is there anything in ur past history u need to tell me?
0,"carlos took a while (again), we leave in a minute"
0,no no. i will check all rooms befor activities�will let u know after that�
0,am surfing online store. for offers do you want to buy any thing.
1,please call 08712402902 immediately as there is an urgent message waiting for you.
0,for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..
0,leave it. u will always be ignorant.
0,you stayin out of trouble stranger!!saw dave the other day hes sorted now!still with me bloke when u gona get a girl mr!ur mum still thinks we will get 2getha!
0,"i am .. on the snowboarding trip. i was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? cheers,"
0,ok i wont call or disturb any one. i know all are avoiding me. i am a burden for all
0,"nice. wait...should you be texting right now? i'm not gonna pay your ticket, ya know!"
0,well good morning mr . hows london treatin' ya treacle?
0,i went to ur hon lab but no one is there.
0,k then 2marrow are you coming to class.
0,"k, want us to come by now?"
0,"i just got home babe, are you still awake ?"
0,"""hi babe uawake?feellikw shit.justfound out via aletter thatmum gotmarried 4thnov.behind ourbacks  fuckinnice!selfish,deviousbitch.anyway,il call u"""
0,you'll never believe this but i have actually got off at taunton. wow
0,hahaha..use your brain dear
0,i just saw ron burgundy captaining a party boat so yeah
0,"i got arrested for possession at, i shit you not, &lt;time&gt; pm"
0,"greetings me, ! consider yourself excused."
0,"2 celebrate my bday, y else?"
0,i'm freezing and craving ice. fml
0,no..but heard abt tat..
0,howz pain.it will come down today.do as i said ystrday.ice and medicine.
0,at what time should i come tomorrow
0,yes. nigh you cant aha.
0,"sorry, i'll call later in meeting"
0,lol yeah at this point i guess not
0,"i don,t think so. you don't need to be going out that late on a school night. especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
0,also hi wesley how've you been
0,"playin space poker, u?"
0,"a few people are at the game, i'm at the mall with iouri and kaila"
0,"sounds good, keep me posted"
0,hi. hope you had a good day. have a better night.
0,"no, i *didn't* mean to post it. i wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it was what i was feeling at the time. i was angry. before i left, i hit send, then stop. it wasn't there. i checked on my phone when i got to my car. it wasn't there. you said you didn't sleep, you were bored. so why wouldn't that be the time to clean, fold laundry, etc.? at least make the bed?"
1,"moneycontrol.com now on your blackberry! get stock quotes, track your portfolio, watch live tv & more.get the free app at http://m.moneycontrol.com/mom"
0,you call him now ok i said call him
0,no go. no openings for that room 'til after thanksgiving without an upcharge.
1,"plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking starts with 30000/-onwards or full down.instalments also.call 9213241451."
0,"said kiss, kiss, i can't do the sound effects! he is a gorgeous man isn't he! kind of person who needs a smile to brighten his day!"
0,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. take cr da"
0,yup ok...
0,watching telugu movie..wat abt u?
0,this single single answers are we fighting? plus i said am broke and you didnt reply
0,ok but tell me half an hr b4 u come i need 2 prepare.
0,just sleeping..and surfing..enjoying free time�
0,weightloss! no more girl friends. make loads of money on ebay or something. and give thanks to god.
0,* am on a train back from northampton so i'm afraid not!
0,how much would it cost to hire a hitman
0,let me know when you've got the money so carlos can make the call
0,r u saying i should re order the slippers cos i had to pay for returning it.
1,i am hot n horny and willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop to end
0,we're on the opposite side from where we dropped you off
0,"hey sweet, i was wondering when you had a moment if you might come to me ? i want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? could you tell me how to do that ? or do you know some other way to download big files ? because they can download stuff directly from the internet. any help would be great, my prey ... *teasing kiss*"
0,no other valentines huh? the proof is on your fb page. ugh i'm so glad i really didn't watch your rupaul show you tool!
0,i'll let you know when it kicks in
0,"rose needs water, season needs change, poet needs imagination..my phone needs ur sms and i need ur lovely frndship forever...."
1,"romantic paris. 2 nights, 2 flights from £79 book now 4 next year. call 08704439680ts&cs apply."
0,aww that's the first time u said u missed me without asking if i missed u first. you do love me! :)
1,* free* polyphonic ringtone text super to 87131 to get your free poly tone of the week now! 16 sn pobox202 nr31 7zs subscription 450pw
0,yo come over carlos will be here soon
0,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
0,thank you meet you monday
1,88066 from 88066 lost 3pound help
0,"i guess you could be as good an excuse as any, lol."
0,"sorry, i'll call later..hav eto go.."
0,i'm leaving my house now...
0,"forgot you were working today! wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. hope all is well, nose essay and all xx"
1,update for free to oranges latest colour camera mobiles & unlimited weekend calls. call 08718738034
0,height of recycling: read twice- people spend time for earning money and the same money is spent for spending time!;-) good morning.. keep smiling:-)
0,thk some of em find wtc too far... weiyi not goin... e rest i dunno yet... r ur goin 4 dinner den i might b able to join...
0,pls send me the correct name da.
0,yes fine
0,gettin rdy to ship comp
0,i don know account details..i will ask my mom and send you.my mom is out of reach now.
0,keep my payasam there if rinu brings
1,"this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101358 now! only 10p per min. bt-national-rate"
0,boo. how's things? i'm back at home and a little bored already :-(
1,hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx
0,y de asking like this.
0,"like i made him throw up when we were smoking in our friend's car one time, it was awesome"
1,"congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm."
0,i'll be late...
0,"the lay man! just to let you know you are missed and thought off. do have a great day. and if you can send me bimbo and ugo's numbers, ill appreciate. safe"
1,you have an important customer service announcement. call freephone 0800 542 0825 now!
0,"rose for red,red for blood,blood for heart,heart for u. but u for me...."
0,"mmmmm ... i loved waking to your words this morning ! i miss you too, my love. i hope your day goes well and you are happy. i wait for us to be together again"
0,"god asked, ""what is forgiveness?"" a little child gave lovely reply, ""it is d wonderful fruit that a tree gives when it is being hurt by a stone.. good night......"
0,"i jus hope its true that missin me cos i'm really missin him! you haven't done anything to feel guilty about, yet."
0,depends on where u going lor.
0,where are you lover ? i need you ...
0,er mw im filled tuth is aight
0,and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
0,have a good trip. watch out for . remember when you get back we must decide about easter.
0,i am sorry it hurt you.
0,and of course you should make a stink!
0,"sez, hows u & de arab boy? hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
0,stupid.it is not possible
0,"actually , just do whatever, do find an excuse to be in tampa at some point before january though"
0,"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later"
0,well. you know what i mean. texting
1,"as a valued customer, i am pleased to advise you that following recent lucky draw of your mobile no. you are awarded with a rs.5,00,000 bonus prize, call 7908807538"
0,seriously. tell her those exact words right now.
0,i am busy on sunday as i have a date on sunday with litci!!
0,and how's your husband.
0,what's up. do you want me to come online?
0,ok . . now i am in bus. . if i come soon i will come otherwise tomorrow
0,lol wtf random. btw is that your lunch break
0,auntie huai juan never pick up her phone
0,you are mistaken�.the fact that you felt like i would do it to hurt you shows you really don't know me at all.
0,i dont have your file in my bag..i 'll tell you if i find it in my room.
0,"i just lov this line: ""hurt me with the truth, i don't mind,i wil tolerat.bcs ur my someone..... but, never comfort me with a lie"" gud ni8 and sweet dreams"
0,okie but i scared u say i fat... then u dun wan me already...
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk
0,i am great princess! what are you thinking about me? :)
0,i send the print outs da.
0,"that's cool, i'll come by like &lt;#&gt; ish"
0,yup but not studying surfing lor. i'm in e lazy mode today.
1,"urgent! your mobile number has been awarded with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only"
0,so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint
1,you are awarded a sipix digital camera! call 09061221062 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm.
0,ü still got lessons? ü in sch?
0,i felt so...not any conveying reason.. ese he... what about me?
0,i am in hospital dear. . i will call u back later
0,let me know how to contact you. i've you settled in a room. lets know you are ok.
0,great. p diddy is my neighbor and comes for toothpaste every morning
1,"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply."
1,"urgent! dear fl1pkart customer, we are trying to contact you. last weekends draw shows that you w0n a rs.2,00,000 prize guaranteed. call 6299257179. claim code flip02. valid 12hrs only."
0,"haha yeah i see that now, be there in a sec"
0,"sorry, i'll call later..busy ryt now.."
0,i know complain num only..bettr directly go to bsnl offc nd apply for it..
0,lol ... have you made plans for new years?
0,i see the letter b on my car
0,i'm glad. you are following your dreams.
0,have a nice day my dear.
0,we live in the next &lt;#&gt; mins
0,....photoshop makes my computer shut down.
0,"fuck babe, i miss you sooooo much !! i wish you were here to sleep with me ... my bed is so lonely ... i go now, to sleep ... to dream of you, my love ..."
0,"god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u"
0,somewhere out there beneath the pale moon light someone is thinking of u some where out there where dreams come true�
0,good. good job. i like entrepreneurs
0,do well :)all will for little time. thing of good times ahead:
0,"oh rite. well im with my best mate pete, who i went out with 4 a week+ now were 2geva again. its been longer than a week."
0,boy you best get yo ass out here quick
0,how do friends help us in problems? they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem
0,"ela kano.,il download, come wen ur free.."
0,first has she gained more than &lt;#&gt; kg since she took in. second has she done the blood sugar tests. if she has and its ok and her blood pressure is within normal limits then no worries
1,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066
1,"with airtel 3g watch over 90 tv channels across entertainment, sports, music, news on your phone- http://apalyaps15.com/tv/tv.jsp .to activate 3g, sms 3g to 121"
0,"sorry, i'll call later..i have some urgent work.."
0,just seeing your missed call my dear brother. do have a gr8 day.
1,u are subscribed to the best mobile content service in the uk for £3 per ten days until you send stop to 83435. helpline 08706091795.
0,thanks for your message. i really appreciate your sacrifice. i'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. i'm in class now. do have a wonderful day.
0,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
0,"ok thats cool. its , just off either raglan rd or edward rd. behind the cricket ground. gimme ring when ur closeby see you tuesday."
0,k. did you call me just now ah?
0,hope you are having a great day.
0,"can you pls pls send me a mail on all you know about relatives coming to deliver here? all you know about costs, risks, benefits and anything else. thanks."
0,"good stuff, will do."
0,"sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
0,hi dear we saw dear. we both are happy. where you my battery is low
0,i'm gonna say no. sorry. i would but as normal am starting to panic about time. sorry again! are you seeing on tuesday?
1,"as a valued customer, i am pleased to advise you that following recent review of your mobile no. you are awarded with a rs.7,00,000 bonus prize, call 8927307655"
0,", how's things? just a quick question."
0,yep get with the program. you're slacking.
0,was the farm open?
0,"sorry, i'll call later�.message me if urgent�"
0,is xy in ur car when u picking me up?
0,i will come tomorrow my dear
0,sorry for the delay. yes masters
0,actually i decided i was too hungry so i haven't left yet :v
1,"hottest pics straight to your phone!! see me getting and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx"
0,beautiful truth : expression of the face could be seen by everyone... but the depression of heart could be understood only by the loved ones.. gud ni8;-)
0,your daily text from me – a favour this time
0,"no dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs.."
0,i dunno lei... like dun haf...
0,nope... juz off from work...
0,i will spoil you in bed as well :)
0,we'll you pay over like &lt;#&gt; yrs so its not too difficult
1,show ur colours! euro 2004 2-4-1 offer! get an england flag & 3lions tone on ur phone! click on the following service message for info!
0,lara said she can loan me &lt;#&gt; .
0,"watching cartoon, listening music ; at evening, have to go temple.."
0,how dare you change my ring
0,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
0,like a personal sized or what
0,i am waiting for your call sir.
0,"hello, my love ! how went your day ? are you alright ? i think of you, my sweet and send a jolt to your heart to remind you ... i love you! can you hear it ? i screamed it across the sea for all the world to hear. ahmad al hallaq is loved ! and owned ! *possessive passionate kiss*"
0,sitting in mu waiting for everyone to get out of my suite so i can take a shower
0,what time you thinkin of goin?
0,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate
0,"the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?"
0,"when you just put in the + sign, choose my number and the pin will show. right?"
0,"""hi missed your call and my mumhas beendropping red wine all over theplace! what is your adress?"""
0,hmm .. bits and pieces lol ... *sighs* ...
1,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+
0,with my sis lor... we juz watched italian job.
0,g.w.r
1,"eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 www.getzed.co.uk pobox36504w45wq 150p"
0,i'm working technical support :)voice process.networking field.
0,"k, fyi i'm back in my parents' place in south tampa so i might need to do the deal somewhere else"
0,didn't you get hep b immunisation in nigeria.
0,s:-)kallis wont play in first two odi:-)
0,stop knowing me so well!
0,are you planning to come chennai?
1,private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires
0,happy new year to u too!
0,babe? you said 2 hours and it's been almost 4 ... is your internet down ?
1,xmas iscoming & ur awarded either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription
0,"house-maid is the murderer, coz the man was murdered on 26th january.."
1,"urgent! your mobile number has been awarded with a inr.2,00,000 prize guaranteed. call 7679046492 from land line. claim 3030. valid 12hrs only"
0,"it'll be tough, but i'll do what i have to"
0,thanx a lot...
1,"nationwide has noticed your debit card was recently used on 22-10-2016 15:04:43, at apple online store for 1500.00 gbp. if not you please urgently call fraud prevention on 03303800231 or intl +443303800231. do not reply by sms http://ww.nationwide.co.uk/"
0,i know a few people i can hit up and fuck to the yes
0,hey ! don't forget ... you are mine ... for me ... my possession ... my property ... mmm ... *childish smile* ...
0,ok lor wat time ü finish?
0,hurry home. soup is done!
0,don't fret. i'll buy the ovulation test strips and send them to you. you wont get them til like march. can you send me your postal address.u'll be alright.okay.
0,i'm home�call me�
0,whos this am in class:-)
0,he needs to stop going to bed and make with the fucking dealing
0,"ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?"
0,my supervisor find 4 me one lor i thk his students. i havent ask her yet. tell u aft i ask her.
0,"i'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? leave this for now...i've cried enough today."
0,"good friends care for each other.. close friends understand each other... and true friends stay forever beyond words, beyond time. gud ni8"
1,willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop to end
0,nope. i just forgot. will show next week
0,alex says he's not ok with you not being ok with it
0,how do you guys go to see movies on your side.
0,i'm in town now so i'll jus take mrt down later.
0,if i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. and tell dad not to buy bb from anyone oh.
0,kaiez... enjoy ur tuition... gee... thk e second option sounds beta... i'll go yan jiu den msg u...
0,but really quite funny lor wat... then u shd haf run shorter distance wat...
0,"what do you do, my dog ? must i always wait till the end of your day to have word from you ? did you run out of time on your cell already?"
0,"""speak only when you feel your words are better than the silence..."" gud mrng:-)"
1,"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
0,yo you guys ever figure out how much we need for alcohol? jay and i are trying to figure out how much we can safely spend on weed
0,haha... yup hopefully we will lose a few kg by mon. after hip hop can go orchard and weigh again
0,as per your request 'melle melle (nurungu vettam)' has been set as your callertune for all callers. press *9 to copy your friends callertune
0,hey i've booked the pilates and yoga lesson already... haha
1,"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
0,yeah if we do have to get a random dude we need to change our info sheets to party &lt;#&gt; /7 never study just to be safe
0,have you always been saying welp?
0,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..
0,well i wasn't available as i washob nobbing with last night so they had to ask nickey platt instead of me!;
0,they finally came to fix the ceiling.
0,i'm e person who's doing e sms survey...
0,"motivate behind every darkness, there is a shining light waiting for you to find it... behind every best friend, there is always trust and love... bslvyl"
0,mm you ask him to come its enough :-)
0,"sure, if i get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
0,alrite hunny!wot u up 2 2nite? didnt end up goin down town jus da pub instead! jus chillin at da mo in me bedroom!love jen xxx.
0,my love ... i hope your not doing anything drastic. don't you dare sell your pc or your phone ...
0,"just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
0,"cool breeze... bright sun... fresh flower... twittering birds... all these waiting to wish u: ""goodmorning &amp; have a nice day"" :)"
0,u meet other fren dun wan meet me ah... muz b a guy rite...
0,i'm in a movie... collect car oredi...
0,yup song bro. no creative. neva test quality. he said check review online.
0,i'm on the bus. love you
0,ic. there are a lotta childporn cars then.
0,"dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u... bslvyl"
0,juswoke up in a bed on a boatin the docks. slept wid 25 year old. spinout! giv u da gossip l8r. xxx
0,im on gloucesterroad what are uup to later?
1,summers finally here! fancy a chat or flirt with sexy singles in yr area? to get matched up just reply summer now. free 2 join. optout txt stop help08714742804
0,how are you with money...as in to you...money aint a thing....how are you sha!
0,have you had a good day? mine was really busy are you up to much tomorrow night?
1,"dear voucher holder, to claim this weeks offer, at your pc please go to http://www.wtlp.co.uk/text. ts&cs apply."
0,all done? all handed in? celebrations in full swing yet?
0,quite ok but a bit ex... u better go eat smth now else i'll feel guilty...
1,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203694 identifier code: 40533 expires 31/10/04
0,how long does applebees take
0,you have got tallent but you are wasting.
0,wat makes u thk i'll fall down. but actually i thk i'm quite prone 2 falls. lucky my dad at home i ask him come n fetch me already.
0,"hi shanil,rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. excellent service by dino and prem."
1,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries@netvision.uk.com
0,k.k:)advance happy pongal.
0,"good afternoon, my love. it was good to see your words on ym and get your tm. very smart move, my slave ... *smiles* ... i drink my coffee and await you."
0,mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... i fucking love you so much i can barely stand it ...
0,"sir, i need velusamy sir's date of birth and company bank facilities details."
0,ok... take ur time n enjoy ur dinner...
1,you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750
0,the basket's gettin full so i might be by tonight
0,aiyah ok wat as long as got improve can already wat...
0,thanks love. but am i doing torch or bold.
0,wrong phone! this phone! i answer this one but assume the other is people i don't well
0,"got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
0,"especially since i talk about boston all up in my personal statement, lol! i woulda changed that if i had realized it said nyc! it says boston now."
0,convey my regards to him�best wishes..
0,"i'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
0,can ü call me at 10:10 to make sure dat i've woken up...
0,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
0,hey so whats the plan this sat?
0,yes :)it completely in out of form:)clark also utter waste.
0,been up to ne thing interesting. did you have a good birthday? when are u wrking nxt? i started uni today.
0,when you and derek done with class?
0,it is a good thing i'm now getting the connection to bw
0,"a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend"
0,am i that much bad to avoid like this?
0,an excellent thought by a misundrstud frnd: i knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( gn:-)
0,"hey elaine, is today's meeting still on?"
0,yes ammae....life takes lot of turns you can only sit and try to hold the steering...
1,"nationwide has noticed your debit card was recently used on 23-05-2012 11:04:43, at apple online store for 1920.00 gbp if not you please urgently call fraud prevention on 03303800233 or intl +443303800231. do not reply by sms http://www.nationwide.co.uk/"
0,i told that am coming on wednesday.
0,just sing hu. i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. even things like choosing a phone plan require guidance. when in doubt ask especially girls.
0,just sleeping..and surfing
0,(you didn't hear it from me)
0,oh k.i think most of wi and nz players unsold.
0,"i know where the &lt;#&gt; is, i'll be there around 5"
1,"you've won tkts to the euro2004 cup final or £800 cash, to collect call 09058099802"
0,jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
0,a bloo bloo bloo i'll miss the first bowl
0,i'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
0,jay says he'll put in &lt;#&gt;
0,happy birthday... be happy ..keep smiling...
1,"urgent! your mobile number *************** won a £2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call 09066368753 asap! box 97n7qp, 150ppm"
0,that sucks. so what do you got planned for your yo valentine? i am your yo valentine aren't i?
0,1's reach home call me.
0,he says hi and to get your back to uganda
0,have you laid your airtel line to rest?
1,u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597
0,wat time ü wan today?
1,"urgent -call 09066649731from landline. your complimentary 4* ibiza holiday or £10,000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18+"
1,bloomberg -message center +447797706008 why wait? apply for your future http://careers. bloomberg.com
1,recpt 1/3. you have ordered a ringtone. your order is being processed...
0,yes:)here tv is always available in work place..
0,are you really busy or trying to avoid me�
0,have you seen who's back at holby?!
0,lol that would be awesome payback.
1,sexy singles are waiting for you! text your age followed by your gender as wither m or f e.g.23f. for gay men text your age followed by a g. e.g.23g.
0,"(and my man carlos is definitely coming by mu tonight, no excuses)"
0,dont worry. i guess he's busy.
0,when should i come over?
0,so what did the bank say about the money?
0,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
0,"that's fine, have him give me a call if he knows what he wants or has any questions"
0,ü eatin later but i'm eatin wif my frens now lei... ü going home first?
0,sweet heart how are you?
0,yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.
0,hello which the site to download songs its urgent pls
1,you have an important customer service announcement. calnumber 0800 542 0826 now!
1,from next month get upto 50% more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost £1.50 min mobcudb more
0,i'm fine. hope you are also
0,"haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think i could swing by in like an hour?"
0,no probs hon! how u doinat the mo?
0,oh howda gud gud.. mathe en samachara chikku:-)
0,"mum, hope you are having a great day. hoping this text meets you well and full of life. have a great day. abiola"
1,december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906
1,gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send stop to 89070
1,dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care 7908807538
0,where do you need to go to get it?
0,we not watching movie already. xy wants 2 shop so i'm shopping w her now.
0,hey whats up? u sleeping all morning?
0,"k, if u bored up just come to my home.."
1,someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline 09111032124 . pobox12n146tf150p
0,raviyog peripherals bhayandar east
0,lol yep did that yesterday. already got my fireplace. now its just another icon sitting there for me.
0,wat ü doing now?
0,oh ok.. wat's ur email?
1,"congratulations - thanks to a good friend u have won the £2,000 xmas prize. 2 claim is easy, just call 08712103738 now! only 10p per minute. bt-national-rate"
0,"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... wish u a happy birth day"
0,yar... i tot u knew dis would happen long ago already.
0,loosu go to hospital. de dont let it careless.
0,… and don‘t worry we‘ll have finished by march … ish!
0,u will switch your fone on dammit!!
0,free any day but i finish at 6 on mon n thurs...
0,"its ok., i just askd did u knw tht no?"
0,i'm going 2 orchard now laready me reaching soon. u reaching?
0,small problem in auction:)punj now asking tiwary
0,in work now. going have in few min.
0,i got a call from a landline number. . . i am asked to come to malviya nagar. . . i will go in the evening
0,"what i mean was i left too early to check, cos i'm working a 9-6."
